AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,359.5,297.6,388.1,371.9,307.9,324.6,290.2,290.6,349.5,288.1,219.5,218.2,216.6,,
Current_Liabilities,130.6,145.7,251.3,264.4,199.2,138.3,153.1,127.1,128.0,107.4,92.7,88.9,79.2,,
Diluted_EPS,0.021,0.21,0.247,0.242,0.015,0.197,0.253,0.084,0.106,0.152,0.779,1.175,0.904,0.732,0.77
Goodwill_Intangibles,279.2,284.1,289.0,293.9,311.1,334.3,340.2,345.8,351.3,356.9,362.4,368.0,373.5,,
Inventory,144.7,130.2,117.9,141.7,148.2,136.4,150.5,184.6,151.2,150.2,138.2,113.8,95.8,,
LT_Debt,938.8,473.4,481.2,490.7,539.6,635.1,622.6,683.9,756.4,723.8,0.0,0.0,0.0,0.0,0.0
Revenue,315.2,306.5,340.0,342.6,282.1,282.4,282.6,204.2,257.5,244.0,214.5,237.6,216.5,185.8,219.9
Shares_Diluted,62.9,39.6,39.7,39.7,39.7,39.6,39.5,39.5,39.5,39.4,34.2857,34.2857,34.2857,,
Total_Assets,657.7,600.6,696.5,685.4,639.3,680.8,653.5,659.9,725.6,670.9,594.5,597.6,601.5,,
Total_Liabilities,1086.5,3428.4,3759.3,3840.4,3074.5,3180.5,2836.1,2796.6,2588.8,2949.1,108.1,106.6,96.9,,
