AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018
Current_Assets,5.8,14.2,32.5,73.2,50.3,50.9,45.7,41.1,29.0
Current_Liabilities,0.3,40.8,38.7,49.9,32.7,30.0,22.8,29.3,16.9
Diluted_EPS,0.054,-0.53,-1.374,-0.337,-0.218,-0.028,0.215,0.048,0.158
Goodwill_Intangibles,,,0.0,5.5,5.6,0.5,0.5,0.5,0.5
Inventory,,0.0,0.2,0.1,,0.8,0.1,0.1,0.0
LT_Debt,0.0,0.0,0.0,2.8,2.8,1.1,4.0,0.9,1.0
Revenue,0.2,14.8,80.5,62.4,24.2,50.0,0.0,54.9,101.1
Shares_Diluted,60.4938,44.7777,33.1944,28.4389,22.4175,22.0658,20.3197,23.7917,23.7917
Total_Assets,35.0,29.3,40.9,85.9,63.3,56.9,51.4,47.6,33.7
Total_Liabilities,0.3,41.5,44.1,57.2,39.5,32.2,26.8,30.3,17.9
