AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,14.1,4.9,8.1,10.3,0.4,1.0,0.9,0.6,1.2,,,
Current_Liabilities,7.0,1.8,2.3,1.8,3.0,2.5,1.9,1.5,1.4,,,
Diluted_EPS,-0.208,-0.216,-0.192,-0.141,-0.116,-0.061,-0.077,-0.067,-0.14300000000000002,-0.068,-0.122,-0.11599999999999999
Goodwill_Intangibles,9.2,1.5,1.5,1.5,,,,,,,,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,16.5185,15.219,14.2228,14.3784,14.9838,14.5216,14.5216,14.5216,14.5216,,,
Total_Assets,27.2,10.4,11.8,13.9,3.6,3.6,3.4,2.7,3.2,,,
Total_Liabilities,17.0,5.3,3.8,3.7,3.3,2.8,2.0,1.6,1.5,,,
