AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,41.5,48.6,40.7,46.9,57.7,47.6,13.1,10.0,0.2
Current_Liabilities,8.4,14.0,6.6,10.5,18.7,7.8,13.0,10.4,0.2
Diluted_EPS,-0.038,0.051,-0.035,-0.022,-0.027,-0.001,0.05,-0.012,0.0
Goodwill_Intangibles,5.7,6.3,5.5,4.0,4.1,1.9,2.0,2.1,0.0
Inventory,5.7,6.9,7.1,6.0,6.1,5.2,0.1,3.0,0.0
LT_Debt,1.6,2.8,2.2,1.2,1.5,1.0,1.1,1.6,0.0
Revenue,15.8,18.3,13.6,14.8,12.3,12.6,10.9,8.6,0.0
Shares_Diluted,18.4776,17.7041,19.7021,19.9716,20.0611,20.0193,14.3373,14.3373,25.0
Total_Assets,49.1,56.6,47.8,52.5,63.5,51.2,16.9,14.1,0.2
Total_Liabilities,10.4,17.3,9.3,12.3,20.9,9.6,15.0,12.9,0.2
