AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,13.3,15.0,15.4,19.2,20.1,21.4,21.9,19.4,19.4,19.5,20.0,19.9,14.1,14.4,17.1,16.7,19.1,13.2,12.6,13.1
Current_Liabilities,4.7,5.6,8.2,7.5,6.9,7.5,9.7,8.9,8.9,9.1,12.1,11.4,6.5,6.4,9.2,8.4,6.0,5.7,5.4,4.9
Diluted_EPS,,0.277,-0.223,-0.34,-0.142,-0.085,0.273,0.659,-0.077,0.445,-0.049,-0.098,-0.023,-0.006,-0.037,-0.318,0.149,0.042,-0.12,-0.195
Goodwill_Intangibles,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.3,1.3,1.3,1.3,1.4,1.4,1.4,1.4,1.5
Inventory,1.8,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.9,2.0,1.9,2.1,2.1,2.0,2.0,2.0,2.0,1.9,1.9
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.1,2.1,2.1,1.8,1.9,2.0,0.1,0.1,0.1,0.1,2.7,2.8,2.7,2.8
Revenue,11.5,14.4,11.0,9.9,10.5,10.4,10.5,10.3,9.8,10.2,10.4,10.7,12.7,12.8,11.7,10.9,12.4,12.2,10.2,10.2
Shares_Diluted,7.032,7.033,6.983,,6.954,6.947,7.095,7.112,6.908,6.905,6.899,6.9,6.956,6.9860000000000015,6.987,6.987,6.987,7.278,7.347,7.44
Total_Assets,24.4,26.2,26.8,30.0,30.2,31.4,31.6,28.1,28.1,28.5,28.2,28.0,22.3,22.8,25.8,24.4,27.1,25.7,25.7,26.2
Total_Liabilities,5.6,6.6,9.2,8.7,8.0,8.6,10.8,12.1,12.1,12.0,14.8,14.2,7.8,8.1,11.0,9.4,9.8,9.5,9.4,9.0
