AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,1761.9,1829.5,1842.5,2027.2,2388.4,2276.1,2356.0,2499.1,1668.0,1231.2,1385.4,1403.3,1520.7,1516.8,1345.5,1206.1
Current_Liabilities,1737.1,1611.3,1275.6,1303.9,1601.2,1508.1,1342.0,1296.7,1271.2,1231.5,1112.0,1052.8,1211.2,1126.7,834.5,824.8
Diluted_EPS,-0.482,-1.793,-0.804,0.135,-3.773,-1.149,-1.609,-1.069,-1.814,-0.406,1.185,1.218,1.669,0.818,1.339,1.423
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2696.2,2801.8,2975.8,2975.3,3015.0,3048.4,3066.6,3074.9,2333.6,1965.5,1960.5,1968.9,2025.2,2039.6,2024.8,1770.9
Revenue,1366.6,967.3,987.6,922.6,1320.6,461.3,498.5,401.9,138.5,771.1,969.8,992.0,1013.0,855.8,862.8,904.3
Shares_Diluted,108.697,108.581,108.447,111.035,106.127,97.775,97.778,92.731,79.601,68.521,68.553,68.545,68.62,68.516,68.686,68.503
Total_Assets,8715.0,8611.7,8540.0,8537.3,8671.5,8387.7,8398.8,8557.3,7767.9,7235.3,7043.4,6575.2,6662.8,6423.9,5165.5,4781.7
Total_Liabilities,6841.8,6690.3,6426.0,6338.5,6490.7,6294.7,6149.1,6153.2,5424.8,5000.9,4782.1,4395.1,4567.8,4446.3,3237.0,2947.9
