AAII_QTR_DATA,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/31/2020,05/31/2020
Current_Assets,112.3,135.1,122.1,138.4,93.0,106.7,78.5,105.8,119.5
Current_Liabilities,51.5,60.0,62.0,57.2,29.7,29.0,19.9,22.3,29.0
Diluted_EPS,-2.134,-0.38,-0.276,-0.228,-0.165,-0.136,-0.388,-0.072,-0.023
Goodwill_Intangibles,18.8,142.1,145.1,116.1,50.1,34.2,35.9,37.8,39.6
Inventory,31.9,43.8,42.3,29.6,15.2,14.3,14.4,23.5,28.2
LT_Debt,41.6,41.7,4.3,6.2,3.7,3.8,10.8,21.1,20.1
Revenue,24.0,23.2,18.4,21.0,18.8,20.0,16.0,18.1,49.6
Shares_Diluted,75.3418,67.8349,77.7097,56.1722,52.5573,45.2236,42.8701,42.6913,42.54600000000001
Total_Assets,203.1,350.0,344.7,325.8,210.0,199.4,167.6,193.9,201.3
Total_Liabilities,97.7,114.8,85.2,83.7,41.3,39.7,40.2,53.1,59.1
