AAII_QTR_DATA,03/31/2023,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,12/31/2018,09/30/2018
Current_Assets,48.9,53.9,8.1,9.5,2.7,3.5,3.5,3.2,4.1,3.2,3.6,3.4,
Current_Liabilities,55.7,58.9,5.2,5.9,3.3,3.1,2.8,3.1,3.9,3.3,3.9,4.2,
Diluted_EPS,-1.004,-1.296,-5.016,-21.482,-3.145,-3.684,-2.342,-0.071,0.032,-0.005,-0.094,-0.065,-0.138
Goodwill_Intangibles,10.7,10.6,3.8,10.3,1.5,1.5,2.6,3.2,3.2,3.2,3.5,3.5,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2.7,2.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,3.4,3.6,3.6,2.4,1.7,1.9,2.1,1.2,2.6,1.2,2.6,3.0,1.4
Shares_Diluted,2.8139,2.6145,2.3615,2.544,0.3161,0.3132,0.2823,0.2811,2.6642,2.5907,2.3492,1.8747,
Total_Assets,60.1,65.0,12.6,20.6,4.6,5.5,6.5,6.8,8.0,7.1,7.7,7.5,
Total_Liabilities,58.6,62.1,8.0,6.4,3.6,3.4,3.3,3.7,4.9,4.3,4.9,5.1,
