AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019
Current_Assets,308.9,351.2,269.7,235.0,292.4,269.0,,,,,,,
Current_Liabilities,202.3,200.3,166.2,127.8,113.1,145.3,,,,,,,
Diluted_EPS,-1.119,-0.072,-0.286,-0.78,-0.042,0.331,-0.028,0.069,0.16,0.067,-0.135,-0.138,0.023
Goodwill_Intangibles,719.6,841.6,852.2,862.9,780.1,788.3,,,,,,,
Inventory,163.8,164.1,145.0,114.6,86.2,75.5,,,,,,,
LT_Debt,387.3,418.4,380.1,370.7,494.2,434.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,200.3,223.7,174.9,162.0,213.0,235.6,133.7,145.1,153.2,113.8,74.7,73.2,119.2
Shares_Diluted,118.2112,117.8892,117.6048,114.383,117.5479,117.5479,,,,,,,
Total_Assets,1110.2,1268.5,1181.0,1149.7,1119.2,1094.7,,,,,,,
Total_Liabilities,601.7,645.4,571.5,525.6,607.6,579.7,,,,,,,
