AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,17.7,16.1,16.4,15.7,15.7,16.2,,
Current_Liabilities,14.9,12.7,12.4,12.1,12.3,10.4,,
Diluted_EPS,0.095,0.101,0.002,0.025,-0.034,0.107,0.086,-0.051
Goodwill_Intangibles,2.4,2.3,2.3,3.2,1.0,1.1,,
Inventory,3.4,3.7,3.8,2.9,3.3,3.0,,
LT_Debt,0.6,0.1,0.1,0.2,0.1,0.0,0.0,0.0
Revenue,11.4,9.9,8.8,9.7,9.8,5.8,5.8,4.6
Shares_Diluted,,,,,,,,
Total_Assets,25.5,23.3,24.0,24.5,22.2,22.2,,
Total_Liabilities,16.3,14.1,14.4,14.2,13.4,11.1,,
