AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020
Current_Assets,444.0,463.8,445.8,349.9,189.4,86.5,109.5,100.3,,,
Current_Liabilities,682.0,605.6,615.8,316.1,299.7,167.9,228.5,220.9,,,
Diluted_EPS,0.308,0.252,0.701,0.678,0.053,0.401,0.117,-0.09,,,
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,
LT_Debt,2042.9,2140.8,2303.7,801.8,801.2,825.6,1004.9,1054.3,0.0,0.0,0.0
Revenue,616.3,761.6,549.8,472.7,347.3,316.4,288.5,232.6,,,
Shares_Diluted,335.848,329.479,321.986,284.992,319.68,401.337,316.209,279.185,278.935,278.358,278.017
Total_Assets,8723.2,8492.6,8609.6,4224.0,3958.5,3804.6,3882.3,3874.3,,,
Total_Liabilities,5507.9,5556.8,5785.1,1254.5,1187.5,1053.9,1297.7,1336.0,,,
