AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,323.5,288.2,273.5,343.6,400.2,443.9,456.1,64.1,,1.7,,
Current_Liabilities,81.1,90.5,76.6,63.7,58.1,57.1,43.5,130.3,,0.5,,
Diluted_EPS,-0.023,-0.09,0.19,0.011,0.149,0.601,-0.947,-0.085,-0.516,-0.003,-0.007,-0.03
Goodwill_Intangibles,151.4,125.9,117.3,97.5,163.8,69.0,61.0,48.1,,0.0,,
Inventory,167.2,164.1,151.7,144.7,116.0,89.8,59.5,47.9,,0.0,,
LT_Debt,169.0,106.9,58.1,56.1,57.6,8.6,8.5,26.4,0.0,0.0,0.0,0.0
Revenue,46.8,41.0,29.5,22.6,22.9,11.9,16.7,6.2,23.4,0.0,6.1,1.2
Shares_Diluted,200.6391,191.7917,197.0988,198.4994,190.0231,204.7099,188.4976,188.4976,,39.9317,,
Total_Assets,710.4,614.1,572.6,583.7,590.6,551.0,551.6,141.0,,321.2,,
Total_Liabilities,273.3,215.8,162.0,205.8,221.9,218.1,349.5,254.0,,11.7,,
