AAII_QTR_DATA,02/28/2023,11/30/2022,08/31/2022,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,02/28/2021,11/30/2020,08/30/2020,05/31/2020,02/29/2020,11/30/2019,08/30/2019,05/31/2019,02/28/2019
Current_Assets,76.2,72.0,77.0,65.5,58.1,61.5,53.9,46.0,76.8,36.1,,,,,,,
Current_Liabilities,41.1,43.1,53.0,34.5,32.5,31.5,28.9,31.6,83.1,31.5,,,,,,,
Diluted_EPS,0.245,0.245,0.257,0.258,0.162,0.246,0.201,0.182,0.169,0.249,0.36,0.139,0.233,0.239,0.216,0.265,0.223
Goodwill_Intangibles,30.5,28.4,27.4,26.2,25.8,27.2,22.0,20.8,22.3,21.4,,,,,,,
Inventory,4.1,4.9,3.6,2.6,1.3,0.7,0.2,0.1,0.0,13.4,,,,,,,
LT_Debt,5.5,5.3,5.5,6.1,7.1,10.1,8.5,4.1,4.1,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,47.7,48.4,44.8,41.7,38.6,37.5,34.3,32.6,35.7,34.1,31.9,33.4,31.9,31.0,33.0,34.1,33.6
Shares_Diluted,30.951,30.951,30.951,30.951,30.9261,30.951,30.951,25.305,20.3326,20.333,,,,,,,
Total_Assets,195.4,183.6,185.7,171.8,160.9,161.1,143.8,131.3,168.8,115.9,,,,,,,
Total_Liabilities,56.8,58.0,67.7,50.6,48.9,51.1,46.5,42.6,119.3,66.2,,,,,,,
