AAII_QTR_DATA,01/31/2023,10/31/2022,07/31/2022,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,57.6,54.9,102.2,92.8,65.7,134.4,75.0,76.4,14.4,18.1,6.6,9.1,12.1,14.9,19.7,23.0,23.8,26.4,8.3
Current_Liabilities,12.9,17.6,8.5,4.6,3.9,13.0,13.3,12.2,19.5,3.8,2.0,2.0,2.1,1.8,3.1,1.5,1.5,16.5,12.3
Diluted_EPS,0.029,-0.011,0.017,0.025,-0.02,-0.008,-0.008,-0.021,-0.017,-0.026,-0.024,-0.018,-0.01,-0.028,-0.035,-0.028,-0.013,-0.021,-0.03
Goodwill_Intangibles,562.9,558.4,181.9,175.2,174.7,64.0,63.8,63.7,63.7,63.7,63.7,63.6,63.6,63.5,63.5,63.8,63.8,71.2,71.1
Inventory,21.0,29.2,66.6,57.4,40.2,36.2,29.2,26.4,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,18.6,20.2,19.5,19.0,20.0,19.6,19.2,18.8,4.8,9.5
Revenue,47.9,57.3,0.1,9.9,13.2,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,377.8255,336.7907,323.2799,291.761,269.1205,246.8593,234.2715,218.8221,198.6735,189.9555,184.254,183.8969,182.8027,181.2407,180.7387,179.3486,177.0613,166.3973,160.5021
Total_Assets,733.3,695.5,354.2,330.8,302.2,232.7,169.5,163.6,100.1,102.2,91.4,93.6,96.5,96.7,101.0,105.1,107.0,108.0,89.6
Total_Liabilities,108.6,114.0,27.3,23.3,22.4,17.8,18.1,17.2,24.5,27.3,27.0,26.2,25.9,26.6,26.8,25.4,25.0,25.9,26.4
