AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021
Current_Assets,275.0,315.8,345.1,357.2,374.6,389.0,405.8,420.4
Current_Liabilities,59.7,58.7,11.9,12.0,16.6,17.1,16.4,11.0
Diluted_EPS,-0.658,-0.154,-0.089,-0.114,-0.108,-0.054,-0.075,0.417
Goodwill_Intangibles,128.5,159.7,1.2,1.6,10.5,10.6,11.3,0.9
Inventory,,14.1,14.2,14.1,15.3,18.1,12.4,7.2
LT_Debt,474.5,485.2,0.2,0.2,0.6,0.7,1.2,0.6
Revenue,23.2,8.4,3.0,4.8,8.0,3.2,3.7,0.7
Shares_Diluted,142.692,142.8955,142.2476,141.2742,139.5826,139.3922,139.2378,148.5714
Total_Assets,826.6,917.6,353.8,365.6,393.2,410.4,423.9,427.5
Total_Liabilities,546.6,603.8,18.7,19.0,31.4,40.3,47.6,42.9
