AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,27.6,31.0,36.8,39.3,43.1,47.8,49.1,51.3,54.6,18.4,21.5,19.9,14.1,18.8,17.0,22.1,16.8,15.0,19.9
Current_Liabilities,9.5,9.2,7.9,4.8,6.0,6.9,4.7,4.7,6.0,5.0,5.2,7.1,7.6,7.8,8.1,9.3,9.7,10.1,10.2
Diluted_EPS,-0.33,-0.241,-0.329,-0.231,-0.363,-0.256,-0.167,-0.44,-0.312,-0.477,0.293,-1.879,-0.4370000000000001,-0.531,0.0409999999999999,-0.65,-1.51,-0.988,-1.706
Goodwill_Intangibles,5.6,5.6,,,,,,,0.0,0.0,0.0,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3
Inventory,5.7,5.2,3.5,3.3,2.8,2.2,1.8,2.0,2.2,2.0,2.2,2.4,2.5,2.5,3.3,3.7,3.3,3.0,3.4
LT_Debt,3.5,3.8,0.0,2.0,2.0,2.0,2.0,2.0,2.3,3.1,3.1,0.6,0.0,0.4,1.0,1.5,2.1,2.6,3.2
Revenue,4.1,3.6,3.3,3.5,2.6,4.1,3.0,4.1,1.9,2.3,2.9,2.3,1.5,3.7,3.3,3.3,3.6,3.3,2.6
Shares_Diluted,13.296,13.16,13.071,12.884,12.728,12.685,12.661,12.345,12.182,8.34,8.379,6.261,5.803,5.1237,4.9967,4.7135,4.3378,4.1837,4.0923
Total_Assets,37.1,40.9,39.3,40.5,44.2,49.2,50.7,53.0,56.5,20.6,23.5,22.3,16.9,21.9,20.3,25.6,20.9,17.7,22.4
Total_Liabilities,15.8,15.5,10.7,8.8,10.8,11.9,11.7,12.9,15.5,16.2,15.1,22.4,11.7,15.1,13.9,20.2,16.3,14.9,16.8
