AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,36.9,32.4,30.9,31.4,36.0,30.3,34.3,36.3,33.9,31.5,30.9
Current_Liabilities,23.1,18.1,17.5,19.1,25.8,19.3,23.2,25.8,24.7,21.9,21.5
Diluted_EPS,0.001,-0.015,0.097,0.099,-0.075,-0.046,0.082,0.136,-0.040999999999999995,0.182,0.077
Goodwill_Intangibles,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4,1.4
Inventory,25.4,20.9,19.1,17.4,23.3,17.9,20.5,20.1,21.7,18.7,17.2
LT_Debt,1.9,2.2,1.4,1.3,0.3,0.4,0.3,0.6,0.5,0.6,0.7
Revenue,22.1,24.7,28.2,26.7,22.4,27.3,31.9,32.7,21.8,26.8,29.0
Shares_Diluted,9.4395,9.1549,9.4395,9.4395,9.1549,9.1549,9.4395,9.4395,9.1549,9.4395,9.4395
Total_Assets,42.3,37.6,36.2,36.8,41.7,35.9,39.4,41.5,39.1,36.7,34.9
Total_Liabilities,25.4,20.7,19.2,20.7,26.5,20.0,23.9,26.8,25.6,22.8,22.8
