AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021
Current_Assets,2.4,4.6,10.1,
Current_Liabilities,2.7,1.4,2.4,
Diluted_EPS,-0.112,-0.229,-0.473,-0.299
Goodwill_Intangibles,3.1,1.3,0.7,
Inventory,0.0,0.0,0.0,0.0
LT_Debt,0.2,0.0,0.0,0.0
Revenue,0.3,0.2,0.2,0.3
Shares_Diluted,22.9646,23.6244,20.2296,
Total_Assets,7.6,7.0,11.0,
Total_Liabilities,3.4,1.4,2.4,
