AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,707.0,811.3,803.2,825.1,879.5,928.1,922.2,924.9,795.8,538.8,383.6,,,,,,
Current_Liabilities,130.5,254.1,154.0,193.1,232.7,308.4,318.6,353.2,294.8,346.5,249.9,,,,,,
Diluted_EPS,0.042,0.05,0.056,0.063,0.106,0.053,0.134,0.22,0.237,0.278,0.204,0.158,0.059,0.035,0.034,0.04,4.666
Goodwill_Intangibles,0.6,0.8,1.0,1.1,1.3,1.5,1.7,1.9,2.1,2.3,2.5,,,,,,
Inventory,293.7,351.7,483.7,484.2,483.0,454.2,524.6,426.9,301.8,248.7,206.9,,,,,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,181.2,280.8,177.0,183.8,244.8,387.8,260.1,334.5,323.8,371.0,209.0,235.3,143.7,173.6,112.5,94.6,105.9
Shares_Diluted,218.7493,219.6566,220.3538,220.7916,220.9679,223.6309,224.331,222.947,208.4584,221.3661,221.3661,,,,,,
Total_Assets,846.4,949.6,919.8,946.6,966.2,1006.3,980.6,974.3,840.2,581.4,419.5,,,,,,
Total_Liabilities,152.3,276.9,177.1,218.3,259.6,332.3,327.4,360.7,301.7,352.5,255.2,,,,,,
