AAII_QTR_DATA,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018
Current_Assets,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Current_Liabilities,0.8,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2
Diluted_EPS,0.0,-0.002,-0.004,-0.002,0.0,0.0,0.002,0.0,-0.003,0.0
Goodwill_Intangibles,1.7,,1.4,1.4,,,,1.4,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,241.0,26.8199,26.8199,26.8199,83.5879,83.5879,12.5125,107.2797,4.2541,97.2797
Total_Assets,1.8,1.4,1.4,1.4,1.4,1.4,1.4,1.4,0.0,0.0
Total_Liabilities,0.9,0.5,0.4,0.3,0.3,0.2,0.2,0.2,0.2,0.2
