AAII_QTR_DATA,12/31/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017
Current_Assets,317.0,319.9,279.0,396.7,381.6,346.0,344.3,213.2,168.6,184.6,196.4
Current_Liabilities,250.4,252.9,250.7,83.0,68.4,198.1,184.5,56.2,42.0,56.6,41.6
Diluted_EPS,-0.078,0.031,0.005,0.016,0.072,-0.08,0.156,0.104,0.155,0.168,0.209
Goodwill_Intangibles,777.1,776.7,741.7,417.2,420.5,430.9,280.0,282.5,266.2,254.5,249.0
Inventory,84.4,71.4,72.2,57.0,53.9,50.5,49.0,44.7,37.0,34.2,29.8
LT_Debt,118.9,119.8,125.7,127.1,136.4,149.5,83.8,0.0,0.0,0.0,0.0
Revenue,219.0,229.8,205.0,186.4,183.0,151.2,171.5,167.8,143.9,139.3,149.7
Shares_Diluted,228.8,230.6,227.1,229.4,227.7,209.9,207.2,207.0,206.4,206.0,205.6
Total_Assets,1311.2,1321.3,1242.1,1023.2,1021.1,1006.9,772.4,554.4,482.5,478.8,489.0
Total_Liabilities,409.2,418.3,427.9,235.5,239.6,383.2,288.7,76.8,58.5,72.8,62.0
