AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,143.0,140.0,111.0,128.0,214.0,414.0,774.0,240.0,116.0,129.0,239.0
Current_Liabilities,666.0,633.0,553.0,455.0,204.0,199.0,512.0,317.0,188.0,270.0,238.0
Diluted_EPS,-0.131,0.4,0.809,1.206,0.962,1.205,1.257,1.443,0.963,1.0959999999999999,1.101
Goodwill_Intangibles,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0,185.0
Inventory,16.0,16.0,14.0,14.0,13.0,13.0,13.0,13.0,13.0,13.0,12.0
LT_Debt,3444.0,3444.0,3443.0,3442.0,3491.0,3491.0,3490.0,3174.0,3173.0,2998.0,2922.0
Revenue,252.0,266.0,265.0,242.0,268.0,292.0,272.0,264.0,304.0,270.0,266.0
Shares_Diluted,228.34,230.0,242.16,242.16,242.132,242.339,206.093,138.6438,138.078,137.8079,137.0896
Total_Assets,7053.0,7258.0,7294.0,7203.0,6997.0,6961.0,7190.0,6544.0,6353.0,5819.0,5643.0
Total_Liabilities,4487.0,4460.0,4392.0,4295.0,4144.0,4127.0,4436.0,3928.0,3799.0,3310.0,3200.0
