AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,2622.8,783.0,789.6,844.7,800.6,830.9,976.6,1606.9,2553.5,927.6,1381.4,817.8,742.9,711.0,903.3,1112.5
Current_Liabilities,4524.4,2777.4,2735.1,3668.9,3095.2,3191.3,3098.1,1961.7,3693.0,1881.6,1978.5,1879.3,2518.9,1801.8,2021.2,2476.7
Diluted_EPS,0.234,0.434,0.536,0.584,0.426,0.577,0.603,-0.008,0.18899999999999997,-0.001,0.001,0.12,0.129,-0.036000000000000004,0.299,0.044
Goodwill_Intangibles,23333.1,23477.2,23624.2,23784.2,23939.5,23844.6,24009.7,24190.3,24259.6,24442.5,24643.5,24834.5,25023.2,25024.7,25225.3,25433.5
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,23679.4,25471.4,25629.4,24881.8,25692.3,25431.5,25476.6,25476.1,24326.4,24267.8,24249.6,23895.6,22980.3,23137.8,22654.0,22411.3
Revenue,2463.0,2421.9,2521.1,2574.9,2516.0,2478.8,2535.4,2434.0,2475.0,2450.3,2474.5,2438.7,2451.1,2396.6,2454.9,2417.8
Shares_Diluted,453.23,453.229,469.111,457.163,463.637,475.448,548.319,571.031,589.466,621.414,640.599,646.006,668.648,695.528,713.297,732.9630000000003
Total_Assets,33119.6,33144.1,33215.0,33432.7,33532.0,33169.8,33376.7,33900.0,34813.8,33396.5,34108.1,33773.5,33779.7,33559.4,33613.8,33956.6
Total_Liabilities,33556.0,33725.1,34034.8,34519.2,34830.9,34500.9,34491.9,33149.5,33649.5,31748.9,31729.6,31475.2,31079.1,30366.1,29812.9,30114.4
