AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,112.3,94.6,89.3,87.2,100.6,95.4,88.1,120.2,123.2,123.1,124.8,126.7,124.5,124.6,123.6,134.8,127.8,129.2
Current_Liabilities,85.9,66.3,60.8,59.4,68.6,58.9,51.2,43.6,44.5,45.6,49.5,49.2,46.0,45.1,44.5,54.9,49.1,49.1
Diluted_EPS,0.035,-0.018,0.064,-0.134,-0.351,-0.046,-0.296,0.039,0.106,0.275,-0.184,0.0579999999999999,0.001,0.122,0.008,-0.463,0.01,0.186
Goodwill_Intangibles,51.6,52.3,52.9,53.5,54.3,55.0,55.8,,,,,,,,0.0,0.0,6.2,6.2
Inventory,24.1,19.8,18.3,17.4,20.4,17.7,19.1,17.3,17.5,20.6,22.7,22.3,20.4,23.6,24.1,24.7,22.5,20.8
LT_Debt,12.2,14.6,15.1,16.4,17.0,17.5,18.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0
Revenue,39.9,38.1,36.1,39.7,28.8,34.1,20.2,25.7,27.2,28.0,16.7,23.1,25.3,21.6,20.6,23.6,17.2,21.4
Shares_Diluted,10.66,10.617,10.63,10.643,10.638,10.681,10.5615,9.986,9.977,9.977,9.895,9.885,9.888,9.885,9.858,9.841,9.845,9.848
Total_Assets,207.7,188.9,184.2,183.7,196.1,191.8,185.4,144.3,145.0,144.6,146.1,148.1,146.8,146.5,145.3,156.3,156.8,157.1
Total_Liabilities,109.8,91.9,87.2,87.2,98.5,90.0,82.2,46.4,47.7,48.0,51.9,51.4,48.8,48.0,47.4,57.3,52.0,51.8
