AAII_QTR_DATA,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,47.9,29.5,28.0,29.0,21.5,25.1,22.4,54.7
Current_Liabilities,42.2,71.4,66.6,65.4,41.6,47.4,54.6,26.1
Diluted_EPS,0.145,0.085,0.118,0.013,0.002,-0.007,0.156,0.13
Goodwill_Intangibles,1.8,6.3,11.0,15.7,20.3,25.4,31.7,39.7
Inventory,,4.5,4.4,4.9,1.1,0.6,0.3,0.3
LT_Debt,224.1,198.9,206.2,213.4,182.3,183.7,150.5,142.4
Revenue,40.3,39.0,37.0,33.7,31.8,34.4,38.1,31.5
Shares_Diluted,34.6031,34.6031,34.6031,34.6031,34.6031,34.6149,34.6031,34.6031
Total_Assets,461.3,460.3,459.8,461.7,406.4,413.5,387.8,345.8
Total_Liabilities,266.3,270.3,272.7,278.8,223.9,231.1,205.1,168.5
