AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018
Current_Assets,15.6,16.3,17.3,14.9,17.9,16.7,10.1,14.7,14.6,8.6,8.9,15.7,20.5,16.2,39.9
Current_Liabilities,37.8,11.3,14.0,22.3,23.4,33.7,20.2,10.7,11.4,2.7,2.3,9.7,14.4,10.0,34.1
Diluted_EPS,-0.05,0.001,0.01,-0.015,0.021,-0.068,-0.15,-0.03,-0.32899999999999996,-0.061,0.047,0.024,-0.001,0.052000000000000005,0.258
Goodwill_Intangibles,2.0,2.0,2.0,2.0,2.0,2.0,2.0,3.2,3.2,3.2,3.2,3.2,3.2,3.2,3.2
Inventory,7.3,7.7,7.7,9.3,10.2,14.1,9.9,7.3,7.1,7.0,7.2,4.0,7.0,2.8,1.2
LT_Debt,0.3,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.1,0.0,0.2,0.0,0.0,0.0,0.0
Revenue,3.4,7.8,1.9,3.1,4.2,4.3,4.2,4.8,4.4,0.9,3.7,3.2,8.1,14.8,22.1
Shares_Diluted,524.0481,965.3518,963.1926,140.3809,533.8429,128.3385,112.4633,98.3844,23.0704,5.2099,5.7067,5.2099,5.2098,5.2098,4.5961
Total_Assets,17.6,18.3,19.3,16.8,19.9,18.7,12.1,18.4,18.3,12.4,12.6,19.4,24.2,19.9,43.6
Total_Liabilities,38.1,11.5,14.2,22.6,23.7,33.9,20.4,10.9,11.5,2.8,2.5,9.7,14.4,10.0,34.1
