AAII_QTR_DATA,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,92.6,87.5,86.2,,
Current_Liabilities,20.7,19.8,16.5,,
Diluted_EPS,0.228,-1.326,-0.027,-0.047,-0.006
Goodwill_Intangibles,0.1,0.1,0.1,,
Inventory,0.1,0.1,0.1,,
LT_Debt,230.9,259.4,109.8,0.0,0.0
Revenue,23.4,40.8,17.3,29.9,14.5
Shares_Diluted,118.2638,118.2638,118.2638,,
Total_Assets,93.8,88.9,87.7,,
Total_Liabilities,251.7,279.3,126.4,,
