AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,,910.7,955.8,934.2,933.0,932.5,939.3,550.1,492.2,,,,
Current_Liabilities,,498.0,477.8,443.0,375.6,364.6,352.8,356.5,306.3,,,,
Diluted_EPS,0.118,0.197,0.147,0.124,0.113,0.182,0.076,0.126,0.123,0.114,0.069,0.074,0.026
Goodwill_Intangibles,78.3,85.5,88.0,86.9,85.4,85.3,85.3,85.9,79.7,,,,
Inventory,,229.6,234.8,207.3,179.6,160.4,159.7,161.2,150.5,,,,
LT_Debt,0.0,644.4,183.9,188.9,211.9,217.0,255.3,284.9,281.0,0.0,0.0,0.0,0.0
Revenue,256.3,314.5,264.1,252.2,228.4,250.5,231.0,219.7,191.7,205.5,156.2,169.3,142.8
Shares_Diluted,265.4,264.7001,264.7014,264.6995,264.7287,264.7321,264.489,294.8272,294.8272,,,,
Total_Assets,,1787.2,1753.3,1656.5,1580.2,1527.8,1493.4,1084.8,973.9,,,,
Total_Liabilities,,714.5,716.0,671.3,627.3,621.1,640.7,673.7,636.7,,,,
