AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,146.3,161.2,169.3,158.3,160.6,144.4,158.1,179.2,191.3,30.2,35.8,32.1,30.5,127.8,161.6,94.0,125.1,158.1,181.9
Current_Liabilities,14.3,31.5,57.6,31.5,31.5,18.4,19.9,20.0,15.7,16.6,10.1,12.3,17.9,126.7,22.0,33.6,27.5,28.9,22.7
Diluted_EPS,0.002,0.018,-0.128,0.173,0.143,0.189,0.076,-0.418,-0.685,-0.405,-0.099,-0.034,-0.209,-0.175,-0.099,-0.176,-0.166,-0.0409999999999999,-0.181
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,8.2,7.3,7.3,7.3,7.2,6.3,7.9,8.8,6.6,5.3,4.3,4.2,5.0,16.9,19.9,16.8,14.4,10.2,10.0
LT_Debt,37.5,56.4,53.4,50.7,48.0,59.8,57.2,54.7,52.9,57.2,59.6,61.2,64.3,11.8,90.3,37.8,39.3,40.9,42.5
Revenue,4.1,5.6,4.6,3.7,2.5,4.0,3.5,3.3,2.8,3.9,0.8,0.3,0.0,9.0,4.3,4.6,3.4,7.2,5.2
Shares_Diluted,540.5328,647.7853,472.4757,601.331,605.1988,446.8992,581.7605,431.8409,364.2744,250.8993,236.5198,220.3056,203.746,203.6039,197.2234,177.0125,176.9541,177.1156,176.3326
Total_Assets,158.5,177.7,182.7,175.3,188.1,198.9,219.6,235.1,195.9,35.9,44.1,40.8,35.3,132.8,167.0,98.4,129.4,160.0,183.3
Total_Liabilities,56.4,142.6,197.7,159.4,277.6,384.5,486.3,547.8,381.8,177.2,96.0,80.4,84.2,141.5,141.7,83.2,85.5,88.7,106.7
