AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,124.1,178.4,113.3,239.1,283.1,332.8,354.5,385.5,282.1,296.9,61.9,,,,,,1.1
Current_Liabilities,83.3,95.4,88.6,154.6,155.3,142.4,101.2,87.7,69.4,46.8,44.5,,,,,,0.1
Diluted_EPS,-2.843,1.26,-9.213,-6.448,-6.972,-6.956,-4.788,-4.057,-0.549,-0.054,-0.284,-0.382,-0.15,-0.25,-0.231,-0.499,0.0
Goodwill_Intangibles,11.7,12.7,20.5,26.6,10.5,9.3,8.5,8.0,7.2,6.5,6.4,,,,,,0.0
Inventory,34.0,40.9,48.7,136.6,160.3,122.7,88.9,122.5,74.3,49.1,33.5,,,,,,0.0
LT_Debt,165.4,167.4,162.8,162.3,144.6,144.3,144.0,143.8,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,54.1,65.6,161.9,223.7,219.6,196.2,179.8,154.9,106.0,73.4,59.9,62.4,30.0,27.4,45.9,93.0,0.0
Shares_Diluted,16.9206,10.3266,8.2287,8.0953,8.1825,7.8299,7.8097,7.8046,77.9091,83.9042,82.107,,,,,,20.2708
Total_Assets,169.5,248.0,189.4,329.2,344.9,365.7,372.9,402.6,298.2,312.1,77.5,,,,,,151.8
Total_Liabilities,276.0,307.8,285.0,353.4,324.3,290.5,256.0,254.2,95.5,74.9,85.8,,,,,,6.5
