AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,142.3,185.5,198.1,230.7,296.4,252.5,310.8,289.3,322.8,301.3,366.5,418.5,378.7,467.1,572.3,690.8
Current_Liabilities,121.3,121.8,125.2,112.7,173.9,173.2,184.9,124.0,112.6,122.2,133.1,111.4,106.1,106.4,125.7,76.5
Diluted_EPS,-0.495,-0.435,-0.503,-0.556,-0.613,-0.636,-1.023,-0.891,-1.147,-1.386,-1.814,-1.72,-2.271,-1.6340000000000001,-1.882,-1.706
Goodwill_Intangibles,120.8,122.1,123.4,124.8,126.1,127.5,128.8,130.2,131.5,124.8,126.0,127.2,128.4,128.9,115.0,115.8
Inventory,13.2,14.5,13.7,17.3,25.0,22.2,30.7,24.6,26.9,30.6,26.5,24.9,26.6,25.0,27.1,43.7
LT_Debt,621.4,614.0,606.7,599.5,583.1,564.3,545.8,597.4,577.1,577.3,679.7,664.0,583.7,576.0,575.5,574.8
Revenue,32.1,34.2,36.0,37.9,36.8,38.1,43.3,38.8,39.9,42.6,39.3,37.6,33.0,33.1,30.4,22.8
Shares_Diluted,144.036,138.205,127.981,121.217,108.481,104.246,96.769,88.255,80.453,71.66199999999998,54.845,54.707,53.028,52.89100000000001,52.732,52.669
Total_Assets,392.9,451.5,472.8,508.0,572.2,548.8,605.6,593.1,628.2,601.8,669.6,716.9,686.0,784.6,863.6,891.5
Total_Liabilities,760.6,754.8,751.7,733.5,779.2,769.9,764.3,756.4,725.6,728.8,843.9,804.4,716.0,709.8,717.1,657.8
