AAII_QTR_DATA,02/28/2023,11/30/2022,08/31/2022,05/31/2022,02/28/2022,11/30/2021,08/31/2021,05/31/2021,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,32.0,31.9,33.8,65.1,67.1,70.8,69.9,75.7,61.3,57.5,36.7,39.0,42.4,42.7,42.2,45.8,63.6
Current_Liabilities,197.8,193.7,226.2,235.3,220.4,229.0,204.8,222.9,25.5,28.8,24.6,24.7,18.1,15.4,19.0,19.6,8.5
Diluted_EPS,-0.021,-0.02,-0.229,0.004,-0.004,0.003,-0.029,-0.013,0.14,-0.457,-0.072,-0.122,-0.031,0.168,-0.173,-0.08,-0.1009999999999999
Goodwill_Intangibles,12.3,12.5,13.0,13.2,12.9,13.0,12.7,13.2,65.1,66.1,66.7,67.3,68.0,61.8,62.2,63.6,
Inventory,1.1,0.8,0.8,0.9,0.8,0.7,0.9,0.9,1.5,1.8,1.8,1.5,1.3,1.8,1.6,1.7,
LT_Debt,119.4,115.6,78.6,67.9,77.9,81.3,99.6,79.8,96.9,97.0,80.8,81.9,90.0,90.9,93.1,93.4,58.9
Revenue,17.1,18.3,20.6,18.9,16.7,17.1,16.1,16.5,15.9,16.2,16.6,15.4,15.1,14.1,15.5,6.5,2.1
Shares_Diluted,67.5201,69.95,67.9826,68.396,68.8719,69.8353,69.9965,70.7965,25.469,25.43,25.402,25.373,25.336,25.277,25.187,25.054,24.712
Total_Assets,490.1,482.6,477.7,532.8,528.7,526.4,519.0,518.7,195.4,194.8,174.7,178.1,182.7,180.3,181.9,187.3,133.6
Total_Liabilities,465.0,456.2,449.9,489.1,485.1,475.7,468.2,462.8,134.7,137.8,118.0,119.9,121.7,118.7,124.6,126.0,69.2
