AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/29/2018,09/29/2018
Current_Assets,1378.0,1417.0,1351.0,1351.0,1419.0,1422.0,1420.0,1500.0,1484.0,1460.0,1340.0,1244.0,1172.0,1219.0,1086.6,1037.8
Current_Liabilities,733.0,762.0,698.0,714.0,709.0,682.0,691.0,731.0,720.0,800.0,829.0,751.0,674.0,670.0,572.6,474.3
Diluted_EPS,-0.029,-0.014,-0.022,-0.029,-0.226,-0.118,-0.03,-0.302,0.478,-0.295,-0.464,-8.089,-0.08900000000000001,-0.13699999999999998,0.299,0.14300000000000002
Goodwill_Intangibles,1648.0,1681.0,1686.0,1726.0,1671.0,1703.0,2297.0,1695.0,1726.0,1759.0,2440.0,1835.0,2819.0,2833.0,958.0,926.8
Inventory,587.0,630.0,583.0,552.0,557.0,555.0,530.0,521.0,484.0,572.0,636.0,598.0,556.0,594.0,564.2,501.6
LT_Debt,983.0,995.0,1014.0,1027.0,1040.0,1054.0,1068.0,1082.0,1095.0,1298.0,1125.0,1141.0,1154.0,1167.0,23.5,23.4
Revenue,1217.0,1148.0,1122.0,1162.0,1189.0,1102.0,1122.0,1126.0,1026.0,1065.0,1008.0,1018.0,1009.0,941.0,894.9,924.6
Shares_Diluted,140.0,138.0,134.0,137.0,137.0,136.0,133.0,116.0,113.0,112.0,110.0,112.0,112.0,94.796,111.7759,111.1932
Total_Assets,3398.0,3470.0,3410.0,3420.0,3414.0,3440.0,3496.0,3510.0,3526.0,3487.0,3359.0,3328.0,4190.0,4269.0,2233.1,2154.5
Total_Liabilities,1893.0,1942.0,1899.0,1918.0,1912.0,1920.0,1959.0,2006.0,2006.0,2285.0,2106.0,1999.0,1943.0,1975.0,739.5,641.2
