AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,2774.2,2929.3,2543.0,2864.7,2057.0,,,,,,,,,
Current_Liabilities,302.3,264.6,301.2,244.0,328.5,,,,,,,,,
Diluted_EPS,-0.52,-4.947,-4.258,-8.156,-4.362,-9.152,-4.095,1.247,-0.81,-8.066,-3.904,-5.212000000000001,-2.063,-2.985
Goodwill_Intangibles,174.9,171.3,171.7,175.2,167.3,,,,,,,,,
Inventory,228.4,135.7,109.1,59.2,25.2,,,,,,,,,
LT_Debt,9.0,6.2,8.0,4.4,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,219.1,312.1,138.0,98.6,23.4,26.9,0.9,470.4,158.2,16.6,9.0,24.7,21.1,26.3
Shares_Diluted,,55.3128,,53.4499,,51.513,,50.6387,,47.3448,,43.4761,,
Total_Assets,3134.3,3249.3,2850.3,3213.0,2279.4,,,,,,,,,
Total_Liabilities,320.6,279.0,316.1,261.1,605.4,,,,,,,,,
