AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,03/31/2020
Current_Assets,374.4,352.3,314.0,552.7,278.8,81.2,69.2,,
Current_Liabilities,314.3,271.5,226.4,384.2,191.9,160.3,132.1,,
Diluted_EPS,-0.088,-0.249,-0.145,0.134,-0.234,-0.141,-0.057,-0.073,-0.011
Goodwill_Intangibles,33.5,25.5,13.5,29.0,7.8,6.5,5.5,,
Inventory,109.4,112.2,97.7,134.5,46.5,30.7,36.8,,
LT_Debt,6.3,5.8,5.2,7.8,4.8,6.0,4.3,0.0,0.0
Revenue,165.3,327.1,155.1,139.0,154.7,312.8,131.8,321.3,52.5
Shares_Diluted,325.9983,325.9983,325.7012,241.0611,325.9983,325.9983,325.9983,,
Total_Assets,448.1,419.7,361.0,625.6,299.2,100.2,84.9,,
Total_Liabilities,328.5,284.6,236.9,400.8,197.0,166.6,136.6,,
