AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,202.0,266.8,340.4,238.9,451.7,345.8,402.4,201.6,201.7,0.2
Current_Liabilities,30.6,34.7,43.5,32.5,29.0,24.2,50.5,0.1,0.1,0.2
Diluted_EPS,-0.301,-0.262,-0.124,0.076,0.387,-1.118,-0.199,-0.006,-0.003,0.0
Goodwill_Intangibles,145.2,146.2,147.3,153.2,1.8,1.8,1.8,,,
Inventory,32.7,28.2,24.6,24.1,17.7,16.8,13.6,,,
LT_Debt,262.0,261.5,260.9,29.5,29.6,31.3,31.4,0.0,0.0,0.0
Revenue,12.7,14.7,17.7,13.4,14.5,13.2,47.3,,,
Shares_Diluted,101.0476,100.7284,100.4673,103.5208,101.5249,84.7081,43.2826,25.0,25.0,25.0
Total_Assets,790.7,812.5,838.6,650.2,645.6,512.3,546.2,201.6,201.7,0.2
Total_Liabilities,318.9,324.5,338.3,121.2,139.1,230.0,190.2,6.8,6.8,0.2
