AAII_QTR_DATA,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,16.0,21.0,19.1,17.8,16.9,15.3,13.5,12.0,10.3,9.0
Current_Liabilities,8.7,11.2,9.7,9.5,9.7,8.8,7.8,7.0,5.8,4.8
Diluted_EPS,-0.074,0.009,0.038,0.011,0.022,0.023,0.04,0.039,0.043,0.028
Goodwill_Intangibles,21.5,21.7,22.0,22.3,22.8,23.2,23.7,24.2,24.6,25.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,2.9,3.3,3.7,4.1,4.5,4.9,5.3,5.7,6.1,7.6
Revenue,6.5,6.3,6.3,6.0,6.2,5.7,6.3,5.9,5.7,5.3
Shares_Diluted,27.4537,29.2907,29.272,29.2706,29.272,29.3363,29.7213,29.7611,29.777,29.777
Total_Assets,40.3,47.0,45.6,44.6,44.6,43.6,42.3,40.1,37.5,36.7
Total_Liabilities,12.4,15.3,14.3,14.5,15.2,14.9,14.3,13.0,12.1,12.6
