AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,141.2,140.8,132.3,113.6,96.3,106.1,,,,,,
Current_Liabilities,64.1,57.6,70.4,59.0,54.2,74.2,,,,,,
Diluted_EPS,-0.135,-0.016,0.006,0.05,-0.209,-0.013,0.111,-0.023,-0.08199999999999999,-0.094,-0.18,-0.129
Goodwill_Intangibles,724.6,730.6,675.2,679.8,684.1,689.3,,,,,,
Inventory,38.6,36.4,14.1,13.9,13.2,13.9,,,,,,
LT_Debt,264.9,264.9,190.2,190.1,190.2,314.8,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,89.8,96.7,97.3,82.4,75.2,82.6,87.1,69.5,61.6,64.7,221.2,57.1
Shares_Diluted,73.1951,73.1942,73.2546,73.0618,63.0133,73.0133,,,,,,
Total_Assets,911.7,916.5,829.9,814.4,802.3,818.0,,,,,,
Total_Liabilities,381.0,378.7,292.2,278.2,272.2,422.3,,,,,,
