AAII_QTR_DATA,12/31/2019,06/30/2019,12/31/2018,06/30/2018,12/31/2017,06/30/2017,12/31/2016,09/30/2016
Current_Assets,56.8,99.0,174.7,155.6,138.4,271.6,166.2,141.7
Current_Liabilities,90.1,116.4,224.3,178.2,171.9,78.5,69.1,99.2
Diluted_EPS,-1.346,-0.66,-1.472,0.38,-1.76,0.254,-0.364,0.727
Goodwill_Intangibles,0.1,,0.1,,0.1,,0.1,
Inventory,0.5,0.7,0.6,0.3,0.3,85.3,39.0,2.7
LT_Debt,192.9,141.6,207.1,248.7,230.0,223.5,131.9,137.4
Revenue,23.1,25.9,31.5,33.2,26.1,30.6,13.8,23.4
Shares_Diluted,20.9577,20.997,20.4599,21.4947,21.7513,20.0801,22.1928,19.3759
Total_Assets,405.4,427.1,585.2,612.2,581.1,603.5,476.2,533.8
Total_Liabilities,368.4,360.4,512.0,505.1,480.0,463.5,348.2,387.0
