AAII_QTR_DATA,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,234.6,233.7,287.1,214.1,187.4,181.4,188.6,178.7,179.2,174.0
Current_Liabilities,60.5,53.7,48.9,43.7,45.2,42.2,37.5,36.4,34.5,30.7
Diluted_EPS,-0.089,-0.075,-0.098,-0.176,-0.018,-0.004,0.074,-0.008,-0.021,0.040999999999999995
Goodwill_Intangibles,487.1,479.7,338.2,336.4,344.4,341.0,342.7,342.5,348.9,351.6
Inventory,73.0,69.4,62.7,54.3,53.1,48.4,45.4,44.1,45.5,46.1
LT_Debt,295.8,294.9,294.1,249.4,220.0,219.9,220.6,221.0,221.7,216.6
Revenue,67.9,65.1,53.8,66.4,69.7,67.9,71.1,67.5,67.8,64.6
Shares_Diluted,38.62,37.912,37.52,37.4875,37.277,37.255,37.838,36.778,36.655,37.61
Total_Assets,789.4,782.2,693.3,621.0,605.7,592.6,597.1,586.9,571.1,569.7
Total_Liabilities,460.7,456.4,396.7,344.4,320.0,315.1,315.0,314.3,296.0,292.9
