AAII_QTR_DATA,04/01/2023,12/31/2022,09/24/2022,06/25/2022,03/26/2022,12/25/2021,09/25/2021,06/26/2021,03/27/2021,12/31/2020,12/26/2020,09/26/2020,06/27/2020,03/28/2020,12/28/2019,09/28/2019,03/30/2019
Current_Assets,601.6,571.4,521.7,541.9,538.4,768.9,339.0,366.4,411.5,373.7,373.7,366.6,,,,,
Current_Liabilities,526.7,505.4,468.7,477.3,424.1,468.4,336.6,331.7,297.4,305.4,305.4,296.1,,,,,
Diluted_EPS,0.178,0.164,0.23,-0.35,0.207,-0.238,0.199,0.211,-0.129,-0.045,-0.045,0.025,0.019,-0.023,-0.064,0.111,0.031
Goodwill_Intangibles,3049.6,3043.0,2800.5,2841.5,2907.4,2726.6,2627.8,2595.6,2547.7,2556.7,2556.7,2453.8,,,,,
Inventory,77.8,72.0,62.6,53.1,48.9,47.0,44.3,41.9,42.9,43.0,43.0,42.5,,,,,
LT_Debt,2816.5,2705.3,2656.5,2464.9,2358.4,2356.3,1677.3,1504.0,1428.8,2102.2,2102.2,2077.0,0.0,0.0,0.0,0.0,0.0
Revenue,562.5,539.7,516.6,508.6,468.3,391.9,371.1,374.8,329.4,288.5,288.5,267.8,167.8,180.1,182.7,417.6,127.1
Shares_Diluted,166.874,166.983,166.831,162.781,166.748,162.646,166.63,166.512,154.827,,164.7096,164.7096,,,,,
Total_Assets,6706.2,6499.9,6122.7,5913.3,5878.1,5857.4,5006.1,4819.4,4649.0,4655.2,4655.2,4501.9,,,,,
Total_Liabilities,5007.7,4847.0,4558.4,4330.5,4200.3,4213.2,3331.8,3148.5,3025.7,3550.9,3550.9,3418.8,,,,,
