AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022
Current_Assets,55.5,69.3,78.0,83.1,76.6
Current_Liabilities,28.8,36.4,35.4,40.6,32.0
Diluted_EPS,-0.175,-0.252,-0.073,-0.098,-0.065
Goodwill_Intangibles,19.5,20.5,21.6,22.2,22.8
Inventory,6.1,7.0,8.4,8.0,7.3
LT_Debt,47.9,48.9,49.1,49.3,49.6
Revenue,15.0,14.7,15.2,13.9,15.0
Shares_Diluted,34.3676,34.3636,34.3676,34.3676,34.3279
Total_Assets,89.4,104.5,113.4,119.7,113.6
Total_Liabilities,77.3,86.2,85.3,90.6,82.5
