AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,628.9,559.9,605.2,602.1,0.2,442.8,602.1,,0.0,
Current_Liabilities,454.6,389.6,378.5,332.9,5.4,306.2,332.9,,0.5,
Diluted_EPS,0.076,0.656,-0.36,0.442,-0.144,0.225,0.09,0.328,0.0,0.119
Goodwill_Intangibles,261.4,198.9,205.6,213.2,0.0,232.7,213.2,,0.0,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,11.5,10.7,12.4,12.6,0.0,7.5,12.6,0.0,0.0,0.0
Revenue,331.4,345.4,360.2,1422.1,,718.2,335.7,977.7,0.0,423.3
Shares_Diluted,490.1975,490.1975,488.3248,574.6666,56.25,490.1975,460.3958,,50.0,
Total_Assets,973.7,843.7,891.7,908.9,450.3,741.7,908.9,,0.5,
Total_Liabilities,493.2,409.7,779.0,355.4,100.6,330.1,355.4,,0.5,
