AAII_QTR_DATA,09/30/2022,03/31/2022,09/30/2021,03/31/2021,09/30/2020,03/31/2020,09/30/2019,03/31/2019,09/30/2018,03/31/2018
Current_Assets,30.0,42.9,40.4,58.5,37.5,31.5,25.0,25.5,,
Current_Liabilities,9.2,22.2,18.2,13.2,18.4,13.8,11.7,12.6,,
Diluted_EPS,0.028,0.002,0.022,0.072,0.145,0.11,0.152,0.123,0.148,0.073
Goodwill_Intangibles,1.7,1.9,1.9,1.9,1.9,1.8,1.8,2.0,,
Inventory,8.9,13.4,12.5,12.8,12.0,10.5,12.5,11.7,,
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,32.8,32.1,27.2,29.9,50.0,27.8,46.1,27.2,50.4,25.1
Shares_Diluted,35.75,35.75,35.75,32.4286,35.0,35.0,35.0,35.0,,
Total_Assets,64.5,80.1,75.4,70.0,48.1,41.5,35.3,36.9,,
Total_Liabilities,11.5,24.7,20.5,16.2,22.0,17.7,15.4,16.8,,
