AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,20.1,22.1,18.8,20.8,10.3,12.1,17.8,18.3,5.7,3.5,3.0,
Current_Liabilities,17.7,15.1,11.7,9.3,4.4,5.3,4.2,5.8,5.3,7.1,7.0,
Diluted_EPS,-0.091,0.14,-0.155,-0.158,-0.003,-0.026,0.066,0.13,0.069,0.007,-0.057,-0.379
Goodwill_Intangibles,32.4,34.1,18.9,16.5,13.3,13.7,6.9,4.3,4.4,4.6,4.8,
Inventory,10.1,6.8,6.1,11.2,3.6,3.7,3.1,2.1,2.3,1.8,1.9,
LT_Debt,19.0,24.4,9.7,8.9,0.0,0.0,0.0,0.0,2.9,0.6,0.6,0.0
Revenue,24.2,27.1,11.6,15.2,4.4,5.0,3.9,10.6,6.3,4.2,2.9,7.4
Shares_Diluted,18.0158,19.0307,16.7133,16.656,16.4264,9.7557,12.6041,20.4847,13.9626,14.2084,14.2084,
Total_Assets,73.8,76.6,49.1,47.7,33.2,35.2,29.2,27.3,11.9,10.0,9.8,
Total_Liabilities,36.8,39.7,22.0,18.9,4.7,5.7,4.4,6.0,8.2,7.7,7.9,
