AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,9184.0,10475.0,10201.0,8153.0,8479.0,8584.0,7349.0,6935.0,6191.0,5862.2,5095.1,4597.4,6491.0,5273.3,4819.7,4495.5,4907.9,5057.4,4817.1
Current_Liabilities,4228.0,5513.0,5746.0,5768.0,6264.0,4042.0,3484.0,4002.0,3312.0,3460.1,3020.0,2154.4,4305.0,4487.0,4473.7,4414.1,4301.3,3728.4,4425.1
Diluted_EPS,3.446,3.879,4.862,3.806,0.666,3.399,1.875,1.553,1.161,0.582,-0.073,-1.571,0.017,1.098,1.058,1.461,1.095,1.538,2.048
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Inventory,1131.0,1058.0,872.0,739.0,586.0,584.0,521.0,516.0,562.0,629.4,668.5,676.6,662.4,767.3,778.1,853.1,860.8,859.4,767.0
LT_Debt,3787.0,3795.0,3802.0,3809.0,3816.0,5072.0,5079.0,5086.0,5094.0,5035.4,4949.9,5703.1,4703.2,4160.9,4163.1,4165.3,5166.1,5170.2,5171.9
Revenue,5975.0,6746.0,7614.0,7310.0,3958.0,6073.0,4764.0,4088.0,3700.0,2971.1,2316.5,1090.1,4701.2,4200.3,4304.0,4689.6,4062.5,4494.6,4665.7
Shares_Diluted,587.0,587.0,587.0,588.0,586.0,584.0,584.0,584.0,583.0,579.576,579.055,578.719,580.283,579.538,581.271,580.247,580.222,580.438,581.559
Total_Assets,41025.0,41371.0,40487.0,38139.0,38097.0,38236.0,37172.0,36885.0,36171.0,35804.6,35074.0,35221.7,37634.1,37124.6,36542.3,35751.5,35663.5,33934.5,33637.7
Total_Liabilities,15578.0,16592.0,16638.0,15827.0,16557.0,16056.0,15407.0,16004.0,15409.0,15502.7,14925.7,14834.1,16163.4,15483.9,15418.0,15121.2,15759.7,14570.3,15099.3
