AAII_QTR_DATA,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,999.5,1076.8,1055.2,1051.1,754.6,1055.6,1139.4,1478.7,876.8,1129.6,1143.7,913.2,819.9,874.7,848.8,687.2,705.6,735.9
Current_Liabilities,897.4,854.4,750.1,753.0,734.2,963.0,834.4,856.1,886.4,504.9,782.7,693.3,700.9,502.1,372.5,349.7,330.5,342.1
Diluted_EPS,-0.062,-0.407,-0.362,0.082,-0.032,0.148,0.428,-0.084,-0.585,0.105,-2.895,-0.184,-0.024,-0.095,-0.142,0.0069999999999999,-0.153,-0.04
Goodwill_Intangibles,405.5,415.5,313.3,316.3,317.5,316.9,231.9,234.2,239.4,226.9,209.7,205.7,256.1,241.3,245.2,240.5,225.1,226.4
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,
LT_Debt,1411.2,1522.8,1427.3,1391.1,1077.4,1068.9,1048.5,1072.5,664.5,884.7,976.5,615.9,476.3,591.8,599.8,435.9,439.8,451.9
Revenue,266.6,257.1,244.5,233.2,247.4,221.2,212.2,196.6,195.2,180.4,169.4,161.5,164.4,152.0,139.1,133.1,136.0,131.2
Shares_Diluted,147.7683,148.0739,147.7008,156.3577,145.0239,149.6073,150.9078,143.4234,134.7797,134.2733,108.5905,111.5908,106.7095,113.1893,112.9672,115.1014,112.4551,112.7212
Total_Assets,3819.4,3917.4,3610.8,3616.3,3273.3,3352.0,3101.6,3368.7,2805.1,2729.3,2651.0,2289.1,2238.5,2113.9,2026.0,1823.4,1681.9,1712.7
Total_Liabilities,2882.6,2971.6,2611.9,2576.5,2246.8,2349.3,2118.7,2225.0,1854.6,1660.9,2021.9,1570.4,1461.8,1352.4,1238.0,1046.8,913.5,944.5
