AAII_QTR_DATA,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,121.9,154.3,138.0,141.9,217.3,166.7,142.1,150.1,193.3,78.1,77.8
Current_Liabilities,89.1,81.8,133.2,147.6,176.0,154.5,151.2,158.9,226.1,81.1,79.3
Diluted_EPS,0.38,-4.588,-0.87,0.584,-4.075,-6.167,0.287,0.374,0.1,0.67,0.5920000000000001
Goodwill_Intangibles,363.7,363.7,1055.4,1128.7,1135.7,363.7,1743.4,1748.0,1756.1,363.7,363.7
Inventory,,,21.4,22.1,32.4,36.4,23.7,29.8,32.5,,
LT_Debt,397.8,459.6,975.3,1003.3,1088.5,1049.2,1035.2,1058.2,1067.1,30.6,52.1
Revenue,108.1,437.7,254.9,262.6,159.7,633.1,303.9,340.4,214.1,153.0,151.5
Shares_Diluted,50.34,48.746,48.783,48.794,48.613,46.509,48.584,48.461,43.183,42.59,42.827
Total_Assets,539.9,579.0,1296.8,1381.2,1468.3,1630.9,2005.5,2015.5,2070.6,482.1,482.5
Total_Liabilities,513.6,575.3,1294.5,1343.4,1460.7,1407.2,1460.1,1486.2,1553.4,113.1,135.9
