AAII_QTR_DATA,09/30/2022,06/30/2022,03/31/2022,12/31/2021,06/30/2021,03/31/2021,12/31/2020,06/30/2020,03/31/2020,12/31/2019,06/30/2019,03/31/2019,12/31/2013,09/30/2013,06/30/2013
Current_Assets,15.2,8.6,11.8,6.2,5.3,,,,2.4,1.5,1.1,0.1,,,1.1
Current_Liabilities,14.1,6.7,5.1,3.6,3.9,,,,5.4,4.2,3.9,1.7,,,3.9
Diluted_EPS,-0.093,-0.326,-0.044,-0.461,-0.79,0.726,-0.229,-0.19,0.01,-0.008,-0.002,0.0,-0.001,-0.001,-0.001
Goodwill_Intangibles,46.2,15.3,15.7,17.0,17.7,,,,0.0,0.1,0.2,0.6,,,0.2
Inventory,0.3,0.2,0.2,0.5,0.5,,,,,,,,,,
LT_Debt,37.6,5.6,7.5,5.9,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Revenue,11.8,0.0,0.0,1.1,0.0,0.1,1.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0
Shares_Diluted,17.0475,15.0386,13.7302,,,,10.3102,10.3788,,,,,202.7669,202.4651,202.4651
Total_Assets,94.8,51.7,54.8,42.3,42.3,,,,5.8,4.0,2.9,1.1,,,2.9
Total_Liabilities,64.3,25.1,25.0,17.5,15.5,,,,5.4,4.2,4.1,2.0,,,4.1
