AAII_QTR_DATA,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,1549.6,1628.1,704.3,624.0,660.5,735.2,,,
Current_Liabilities,1768.6,1275.5,835.1,753.7,943.1,1016.2,,,
Diluted_EPS,-0.256,-0.202,-2.211,-0.267,0.2,-0.076,0.441,0.11,0.147
Goodwill_Intangibles,350.7,353.5,1195.8,1503.9,1461.2,1437.2,,,
Inventory,0.7,0.2,11.0,11.5,10.7,9.4,,,
LT_Debt,21.2,537.2,782.3,785.5,777.5,764.7,0.0,0.0,0.0
Revenue,60.5,191.1,298.2,286.2,244.9,256.7,1318.0,265.4,482.8
Shares_Diluted,136.6874,136.6874,136.6874,136.6874,136.6874,136.6874,,,
Total_Assets,2062.5,2149.7,2096.4,2315.8,2316.1,2367.4,,,
Total_Liabilities,1878.2,1917.2,1834.6,1749.9,1923.0,1986.7,,,
