AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,12/31/2021,06/30/2021,12/31/2020,06/30/2020
Current_Assets,2148.1,2180.3,2000.3,1867.0,1607.0,1030.8,,
Current_Liabilities,3200.5,3252.5,2812.3,2550.3,3040.7,1647.3,,
Diluted_EPS,,-0.147,0.142,-0.238,-0.478,-0.175,-0.23,-0.103
Goodwill_Intangibles,1575.2,1488.7,1388.9,1477.8,1489.0,1275.0,,
Inventory,847.0,658.6,686.6,263.0,545.7,395.8,,
LT_Debt,72.9,85.6,62.0,60.5,66.6,62.6,0.0,0.0
Revenue,546.0,985.2,435.4,1041.3,1337.2,534.8,610.2,20.0
Shares_Diluted,,1781.176,2109.379,2109.035,2109.035,2109.035,,
Total_Assets,3983.5,3942.5,3649.5,3620.9,3309.7,2520.7,,
Total_Liabilities,4124.5,4076.1,3512.8,3790.8,3187.2,1776.5,,
