AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,5.2,5.7,8.0,2.3,2.0,2.0,113.9,,,70.8,72.5,88.5,109.9,84.3,89.5
Current_Liabilities,3.1,1.1,1.3,18.2,8.8,6.4,90.7,,,50.7,55.8,43.2,41.7,43.0,30.4
Diluted_EPS,-0.169,-0.34,-0.212,-0.149,-0.306,-0.563,0.672,-0.222,-0.148,-0.052,-0.108,-0.237,-0.975,-0.145,0.051
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.8,0.8,0.8,0.7,43.2,36.5
Inventory,0.2,0.2,0.1,0.2,0.1,0.2,0.0,,,7.7,16.3,12.3,7.9,22.4,21.7
LT_Debt,0.0,0.0,0.0,0.1,7.8,7.7,9.1,0.0,0.0,9.2,9.2,35.4,47.3,48.2,53.4
Revenue,18.2,36.0,15.6,16.2,21.1,42.3,76.2,13.6,0.3,44.2,22.2,15.0,68.3,36.5,39.2
Shares_Diluted,17.3199,16.742,17.2881,17.2881,10.5453,10.5448,72.5421,,,72.5423,72.542,72.5421,72.5421,72.5424,72.5421
Total_Assets,5.7,6.2,8.4,2.7,2.4,2.3,351.5,,,264.5,270.4,285.3,309.0,394.9,392.0
Total_Liabilities,3.1,1.1,1.3,18.3,16.6,14.2,125.0,,,82.7,87.7,100.2,110.9,120.2,114.0
