AAII_QTR_DATA,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018
Current_Assets,81.9,,54.9,73.1,102.4,100.7,103.2,104.6,43.7,31.5,31.9,43.5,46.7,28.5,23.6
Current_Liabilities,37.8,,12.6,27.1,54.1,26.3,28.2,16.7,13.3,15.2,14.3,13.6,14.7,15.7,12.1
Diluted_EPS,1368.392,341.84,345.67,377.831,469.512,371.264,306.706,827.758,326.692,262.781,393.097,358.788,278.535,390.69,367.603
Goodwill_Intangibles,64.4,,64.1,64.1,59.9,60.4,55.7,55.7,55.6,56.3,56.3,50.6,50.5,51.4,
Inventory,8.2,,7.1,5.8,5.2,6.1,5.7,4.9,4.4,5.1,4.9,5.0,4.7,5.1,4.8
LT_Debt,21.7,47.3,21.7,20.8,20.8,51.4,51.4,61.8,20.8,12.6,12.6,22.4,28.7,15.6,19.0
Revenue,129.2,32.3,32.3,32.0,31.4,32.2,30.5,30.0,29.5,28.0,30.9,28.2,27.2,32.3,27.5
Shares_Diluted,0.0181,0.018,0.0182,0.0185,0.0186,0.0187,0.0188,0.0191,0.0192,0.0194,0.0196,0.0198,0.02,0.0202,0.0203
Total_Assets,284.1,,246.3,260.9,283.4,278.0,273.8,271.4,214.4,199.9,197.6,202.9,205.1,186.5,181.0
Total_Liabilities,93.9,,62.5,75.9,102.8,103.7,105.6,104.4,60.1,49.5,48.3,58.8,64.7,49.3,49.3
