AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020
Current_Assets,99.6,96.8,109.5,120.4,111.5,131.6,276.3,47.7,1.1,1.6,1.8,0.0
Current_Liabilities,36.4,33.4,32.8,28.5,26.0,24.9,45.5,20.0,1.5,1.0,0.2,0.1
Diluted_EPS,-0.122,-0.125,-0.156,-0.274,-0.085,0.386,-0.385,-0.184,-0.215,-0.327,-0.001,0.0
Goodwill_Intangibles,84.0,84.7,85.3,92.3,97.0,97.8,,0.7,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,119.0,98.5,97.1,96.9,52.7,51.1,45.2,130.0,0.0,0.0,0.0,0.0
Revenue,24.2,22.4,20.4,19.4,18.1,15.0,9.6,9.1,,,,
Shares_Diluted,144.7709,140.6054,139.943,139.6875,139.2745,167.215,145.8011,145.8011,28.75,26.9809,27.1826,5.75
Total_Assets,263.5,256.5,266.6,288.9,283.4,290.2,303.6,84.5,231.1,231.6,231.8,0.2
Total_Liabilities,169.7,146.4,144.3,142.9,100.2,100.0,203.6,165.2,38.1,32.4,8.2,0.1
