AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020
Current_Assets,3955.4,3040.6,3011.0,2530.9,2841.1,2149.4,,,,
Current_Liabilities,3347.3,2505.3,2918.1,2376.9,2860.5,2169.9,,,,
Diluted_EPS,0.204,0.026,0.094,-0.013,1.321,-0.13,1.419,0.213,1.04,0.257
Goodwill_Intangibles,1838.2,1863.4,1883.2,1751.8,1777.2,1802.5,,,,
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,1955.0,1956.6,1566.6,1568.4,1570.2,1572.0,0.0,0.0,0.0,0.0
Revenue,491.3,386.9,378.5,352.8,390.0,311.5,1018.3,236.8,246.3,208.2
Shares_Diluted,120.2049,264.1211,106.9918,105.3094,48.0082,48.0082,,,,
Total_Assets,6442.4,5485.6,5458.7,4858.5,4807.1,4150.3,,,,
Total_Liabilities,6033.2,5113.7,5114.9,4545.7,4586.9,3909.5,,,,
