AAII_QTR_DATA,04/30/2022,01/31/2022,10/31/2021,07/31/2021,04/30/2021,01/31/2021,10/31/2020,07/31/2020,04/30/2020,01/31/2020,10/31/2019,07/31/2019,04/30/2019,01/31/2019,10/31/2018,07/31/2018
Current_Assets,91.6,68.9,66.8,62.0,60.5,60.1,62.4,58.5,54.2,53.2,61.1,69.0,65.4,59.8,60.3,64.5
Current_Liabilities,42.3,47.5,43.8,36.3,34.2,31.6,33.9,30.7,27.1,25.5,30.2,38.0,32.7,23.7,24.0,28.9
Diluted_EPS,-0.13,-0.473,-1.112,-0.484,-1.077,0.029,-0.065,-0.217,-0.386,-0.6970000000000001,-0.792,0.17,-0.463,-0.008,0.48,0.531
Goodwill_Intangibles,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
Inventory,23.8,19.9,18.1,17.9,16.5,15.6,16.1,16.5,15.3,15.2,14.8,16.4,17.2,16.7,17.1,15.0
LT_Debt,29.0,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.5,0.8,1.0
Revenue,49.7,40.6,39.0,39.5,38.7,33.3,39.0,36.4,34.3,34.2,39.7,39.3,34.7,32.4,37.3,42.2
Shares_Diluted,2.789,2.79,2.789,2.777,2.763,2.789,2.759,2.756,2.75,2.75,2.75,2.7710000000000004,2.745,2.7439999999999998,2.8,2.804
Total_Assets,118.8,95.7,94.3,90.3,89.4,89.6,91.4,87.2,83.9,84.4,90.3,98.5,87.2,79.6,80.6,84.9
Total_Liabilities,83.1,59.8,57.3,50.2,48.1,51.6,53.5,49.3,45.5,41.7,45.9,51.2,40.1,30.6,31.7,37.0
