AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,4.4,6.5,9.0,11.9,4.4,7.0,1.7,3.5,5.2,6.4,4.3
Current_Liabilities,2.9,2.5,1.6,2.0,1.4,1.4,1.8,0.9,0.8,0.8,1.4
Diluted_EPS,-0.184,-0.273,-0.403,-0.289,-0.35,-0.273,-0.514,-0.441,-0.37799999999999995,-0.431,-0.715
Goodwill_Intangibles,10.8,10.8,10.8,13.2,13.2,13.2,13.2,5.6,5.6,5.7,5.7
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.3,0.0,0.0
Revenue,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Shares_Diluted,13.0657,13.0586,14.2728,10.2651,7.0628,7.3579,4.6962,4.5475,4.5397,4.5247,3.7791
Total_Assets,15.5,17.6,20.1,25.5,18.1,20.6,15.2,9.2,11.0,12.2,10.1
Total_Liabilities,6.7,6.4,5.6,8.1,7.6,7.9,8.2,3.3,3.2,2.9,3.5
