AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019
Current_Assets,24678.6,22073.1,22551.3,25200.0,22995.7,18701.8,17129.6,18743.7,16407.1,15085.3,12995.5,15169.2,17963.2,13659.7
Current_Liabilities,20902.1,19288.0,19629.7,20822.4,20111.9,16806.8,11497.2,13351.7,12189.3,11152.9,9355.0,11317.0,16754.1,11692.4
Diluted_EPS,1.536,2.901,3.973,8.797,3.356,2.846,1.692,2.617,0.293,0.73,-1.356,1.732,-0.078,-0.107
Goodwill_Intangibles,19889.1,19808.0,19446.0,19579.7,19748.6,19666.2,19678.3,19725.6,19279.5,38367.0,19111.2,18651.5,18279.6,18461.5
Inventory,13307.1,10308.5,8840.3,9671.0,12248.1,8547.2,6313.2,6586.0,8830.3,12967.9,5035.9,5411.7,8056.2,6372.0
LT_Debt,14033.8,12073.9,10675.9,10763.7,11410.7,11420.2,14844.2,14761.8,14356.7,14385.7,14319.9,14013.1,12029.3,12054.9
Revenue,8248.7,10174.8,11059.5,19593.3,10342.3,9815.5,8136.6,13186.9,6126.2,5393.6,5559.4,10865.9,5376.8,4486.6
Shares_Diluted,502.22,517.693,536.164,551.659,554.647,569.951,572.224,571.972,570.901,569.29,569.146,569.146,571.168,572.813
Total_Assets,76438.8,73729.3,72700.1,74605.9,71949.1,67472.9,65260.4,66665.1,62988.9,62066.9,59540.4,61605.9,63870.9,59940.2
Total_Liabilities,42318.8,38856.9,37603.5,38719.2,38873.1,35526.1,33413.6,35304.6,33663.9,32652.5,30579.7,32238.0,35601.1,30649.5
