AAII_QTR_DATA,12/31/2022,09/30/2022,12/31/2021,09/30/2021
Current_Assets,9.8,11.8,,
Current_Liabilities,24.2,15.4,,
Diluted_EPS,-1.313,-2.751,-0.91,-1.382
Goodwill_Intangibles,3.8,4.3,,
Inventory,4.6,4.5,,
LT_Debt,0.0,0.0,0.0,0.0
Revenue,0.2,0.5,0.2,0.2
Shares_Diluted,,,,
Total_Assets,24.4,28.9,,
Total_Liabilities,27.2,15.4,,
