AAII_QTR_DATA,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,22492.0,19854.0,14697.0,16019.0,15780.0,14418.0,13276.0,12822.0,12499.0,11705.0,14395.0,15617.0,14295.0,14815.0,13209.0,15314.0
Current_Liabilities,17608.0,17603.0,12801.0,13921.0,14551.0,11431.0,9518.0,10513.0,10023.0,10529.0,11646.0,12083.0,11171.0,11328.0,8935.0,11974.0
Diluted_EPS,6.523,1.289,2.884,0.908,0.661,-1.493,-1.232,-1.825,-0.326,-5.658,1.649,1.574,3.1210000000000004,0.442,4.8180000000000005,3.176
Goodwill_Intangibles,2298.0,2303.0,2297.0,2247.0,2250.0,2261.0,2268.0,2274.0,2299.0,2305.0,4139.0,4142.0,4141.0,4134.0,4139.0,4144.0
Inventory,4580.0,4530.0,3394.0,4400.0,4752.0,4273.0,3893.0,4897.0,5136.0,5331.0,3776.0,5521.0,5093.0,5344.0,3543.0,5544.0
LT_Debt,12443.0,12960.0,12959.0,13421.0,12924.0,14906.0,14906.0,12666.0,12663.0,10720.0,11216.0,11083.0,10772.0,11268.0,11093.0,11021.0
Revenue,48577.0,36179.0,32604.0,30243.0,27002.0,21627.0,16409.0,15929.0,10913.0,20199.0,29186.0,27147.0,27830.0,23280.0,28679.0,29886.0
Shares_Diluted,485.035,450.011,440.679,440.368,440.396,439.504,439.11,438.916,438.756,441.345,448.122,451.001,455.585,459.289,464.528,469.44
Total_Assets,62812.0,60638.0,55594.0,56407.0,56977.0,55496.0,54721.0,54281.0,54518.0,53460.0,58720.0,58741.0,57781.0,57855.0,54302.0,55884.0
Total_Liabilities,38536.0,38823.0,36428.0,38268.0,38828.0,37517.0,35737.0,34559.0,33803.0,32088.0,33810.0,33884.0,33029.0,33638.0,29649.0,32565.0
