AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,294.1,311.7,224.3,213.2,277.7,433.3,355.5,335.8,248.8,231.8,240.2,249.0,266.4,226.4,219.9,188.4,232.5,193.9,153.5
Current_Liabilities,144.1,293.0,228.1,236.8,194.3,273.2,105.0,84.6,214.2,206.7,228.6,217.5,69.8,58.1,67.9,63.4,69.2,60.0,58.4
Diluted_EPS,1.246,1.304,1.268,1.067,0.864,1.169,0.934,0.708,0.422,0.243,0.071,-0.185,0.929,0.7290000000000001,0.879,0.866,0.753,0.812,0.664
Goodwill_Intangibles,808.6,777.7,722.0,691.2,665.4,652.0,620.8,602.4,518.8,508.3,492.4,480.1,442.4,436.1,452.4,445.0,427.1,419.5,377.9
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,604.2,426.8,427.5,427.6,427.8,289.3,288.7,288.0,82.6,82.6,82.5,81.2,218.5,212.1,235.2,236.5,231.8,222.5,205.4
Revenue,179.4,204.2,175.3,162.6,122.9,149.3,132.4,121.5,73.5,80.4,60.2,31.7,89.2,106.5,108.3,108.7,95.1,99.0,88.8
Shares_Diluted,48.2712,48.2712,48.2712,48.2712,48.2712,48.2712,48.2712,48.7639,48.7639,48.7639,48.7639,48.7639,48.9125,48.9126,48.9454,49.1808,49.1808,49.1808,49.1808
Total_Assets,1301.1,1285.5,1157.3,1107.6,1138.3,1275.4,1160.3,1119.7,927.6,899.2,891.4,887.7,856.4,813.1,832.7,794.1,817.2,763.5,668.7
Total_Liabilities,854.6,819.1,754.7,766.2,721.6,659.3,490.6,468.6,379.0,371.1,374.8,370.9,360.9,355.9,380.6,375.2,371.4,354.7,329.7
