AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018
Current_Assets,11200.0,11270.0,14350.0,14006.0,14443.0,14303.0,8497.0,10492.0,12540.0,29008.0,12606.0,11986.0,10392.0,9999.0,10688.0,10623.0,49248.0,126655.0,45405.0
Current_Liabilities,3406.0,3733.0,6014.0,5494.0,5122.0,4931.0,4221.0,3940.0,5667.0,12226.0,6984.0,8010.0,8545.0,8346.0,6616.0,6457.0,28580.0,73312.0,27680.0
Diluted_EPS,0.558,8.856,0.733,1.554,0.95,0.394,0.747,0.9,8.897,0.302,-0.108,-3.375,-0.8340000000000001,0.238,0.498,-0.762,0.693,0.615,0.648
Goodwill_Intangibles,22069.0,22158.0,21852.0,22415.0,22918.0,23203.0,28332.0,26272.0,26368.0,26774.0,41218.0,42367.0,45151.0,46744.0,46704.0,47480.0,89415.0,56797.0,90870.0
Inventory,2443.0,2329.0,2359.0,2356.0,2238.0,2086.0,2844.0,2642.0,2499.0,2393.0,3902.0,4307.0,4410.0,4319.0,4306.0,4390.0,16604.0,4205.0,16441.0
LT_Debt,7807.0,7774.0,10564.0,10625.0,10634.0,10632.0,10629.0,10627.0,10625.0,15611.0,21802.0,15608.0,13618.0,13617.0,15610.0,15608.0,34966.0,12624.0,27293.0
Revenue,3018.0,3104.0,3317.0,3322.0,3274.0,3246.0,3199.0,3104.0,3017.0,3750.0,3629.0,3289.0,3670.0,5204.0,5426.0,5468.0,5414.0,5457.0,5683.0
Shares_Diluted,460.2,477.2,500.4,506.3,513.8,517.5,523.1,531.2,606.3,734.6,734.4,734.3,738.6,740.6,747.7,749.0,750.0,779.9,770.4
Total_Assets,41208.0,41355.0,44099.0,44440.0,45393.0,45707.0,46015.0,45839.0,47804.0,70904.0,72141.0,66753.0,67987.0,69349.0,70119.0,70843.0,189785.0,187855.0,184453.0
Total_Liabilities,14471.0,14786.0,19190.0,18912.0,19217.0,19274.0,19382.0,18962.0,20616.0,32400.0,34582.0,29748.0,28436.0,28362.0,28775.0,28837.0,97341.0,93563.0,86363.0
