AAII_QTR_DATA,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019
Current_Assets,214.1,163.0,142.0,135.6,134.9,112.8,102.4,151.8,158.6,142.2,110.6
Current_Liabilities,159.0,114.4,98.7,89.8,88.1,80.4,48.4,89.8,90.6,123.6,92.2
Diluted_EPS,0.114,0.132,-0.107,0.038,-0.106,-0.067,-0.24,-0.215,0.106,0.262,0.101
Goodwill_Intangibles,20.1,20.7,21.1,22.2,22.4,23.0,23.6,23.6,25.5,25.5,25.1
Inventory,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LT_Debt,0.0,0.0,0.4,0.8,1.1,16.3,40.4,47.1,53.5,2.8,3.1
Revenue,164.2,148.3,112.0,132.7,83.8,72.7,48.2,159.3,105.9,137.0,122.9
Shares_Diluted,15.2551,14.9474,14.9412,15.208,13.2649,13.2274,13.2258,13.2235,13.5535,13.5057,13.6741
Total_Assets,240.4,191.7,171.6,166.1,165.8,144.4,135.0,184.7,194.0,177.6,146.2
Total_Liabilities,159.1,115.7,100.5,91.8,91.2,99.0,90.1,138.3,145.3,127.4,96.4
