AAII_QTR_DATA,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019
Current_Assets,210.6,212.5,233.0,234.8,225.6,174.3,189.0,48.1,17.9,16.0,15.3,17.3,15.5,14.9,12.4,10.8,7.7
Current_Liabilities,132.5,136.1,164.1,146.5,132.4,107.1,55.1,47.1,36.1,34.6,31.6,29.5,29.0,27.6,17.5,16.0,12.2
Diluted_EPS,-0.389,-3.411,-9.537,-0.146,-0.24,-3.931,0.765,0.178,-0.065,-0.033,-0.163,-0.081,-0.054,-0.134,0.028,-0.041,-0.055
Goodwill_Intangibles,420.5,429.9,503.7,709.0,731.0,666.9,76.2,75.0,8.3,8.5,8.6,8.8,9.0,9.4,6.5,6.6,6.1
Inventory,64.3,75.6,71.4,66.4,56.8,36.1,0.6,1.0,0.9,0.9,0.7,1.5,1.2,1.0,1.1,1.1,1.1
LT_Debt,370.1,365.7,330.7,333.8,332.3,255.4,154.2,28.7,18.0,17.2,18.9,21.2,18.7,18.8,13.8,12.3,9.3
Revenue,151.5,122.8,150.5,172.7,140.3,84.2,30.1,22.9,18.8,17.9,15.8,15.8,16.0,12.9,14.8,10.9,9.3
Shares_Diluted,25.687,25.603,25.602,25.51,25.315,21.124,18.638,14.656,11.151,11.016,10.983,10.91,10.843,10.669,10.503,10.493,10.29
Total_Assets,868.7,871.1,962.9,1167.8,1139.4,1003.9,321.9,176.7,64.6,62.8,61.6,63.7,61.7,60.9,42.0,38.6,31.8
Total_Liabilities,594.7,590.3,602.5,554.0,521.8,412.9,216.7,83.0,57.5,55.3,54.0,54.5,51.7,50.5,31.3,28.3,21.5
